epoch;loss;val_loss
0;189.7242431640625;125.7518310546875
1;143.8888397216797;122.38906860351562
2;124.01118469238281;122.40937805175781
3;122.41743469238281;120.84051513671875
4;124.27053833007812;122.18578338623047
5;121.39805603027344;123.11542510986328
6;120.82744598388672;129.65513610839844
7;118.90140533447266;120.19052124023438
8;124.37227630615234;123.60877227783203
9;118.4400634765625;114.42573547363281
10;117.2366714477539;114.44881439208984
11;115.18575286865234;115.70350646972656
12;115.61393737792969;115.99254608154297
13;114.58245086669922;114.61903381347656
14;114.21377563476562;112.4422607421875
15;111.39492797851562;108.45845794677734
16;108.45307922363281;111.81892395019531
17;106.91028594970703;104.42110443115234
18;103.95246124267578;103.56497955322266
19;102.11857604980469;100.79910278320312
20;98.92379760742188;96.86487579345703
21;97.82085418701172;98.7896957397461
22;94.78877258300781;92.42457580566406
23;93.66181945800781;89.73115539550781
24;91.12578582763672;87.64652252197266
25;90.0669937133789;86.20707702636719
26;86.63105010986328;82.21823120117188
27;83.97966003417969;79.06393432617188
28;82.32827758789062;78.14873504638672
29;79.66316223144531;78.76195526123047
30;77.20841979980469;74.57603454589844
31;74.47154235839844;69.75249481201172
32;72.02243041992188;64.87155151367188
33;70.5918960571289;61.22703170776367
34;65.7426528930664;64.66963195800781
35;65.50694274902344;57.9513053894043
36;61.52919006347656;59.8243522644043
37;60.32954025268555;50.9980583190918
38;56.843849182128906;50.91951370239258
39;55.574249267578125;46.98761749267578
40;52.95273971557617;48.77415084838867
41;50.09351348876953;45.276573181152344
42;50.344154357910156;44.5723991394043
43;47.4455451965332;43.33317565917969
44;45.00780487060547;39.46392059326172
45;44.84487533569336;36.0150146484375
46;42.84288787841797;36.75936508178711
47;41.14067077636719;32.53520584106445
48;41.37142562866211;32.39935302734375
49;37.984439849853516;37.55322265625
50;37.56437683105469;30.485654830932617
51;34.829837799072266;32.76803207397461
52;35.17158508300781;29.031408309936523
53;33.056068420410156;27.93737030029297
54;31.88730812072754;29.32152557373047
55;31.64694595336914;25.942502975463867
56;31.40411949157715;25.951555252075195
57;29.88963508605957;26.28206443786621
58;29.333972930908203;23.586450576782227
59;27.953166961669922;23.2294921875
60;26.73119354248047;23.298770904541016
61;26.358545303344727;23.756439208984375
62;26.263532638549805;23.17089080810547
63;24.755550384521484;21.970741271972656
64;24.208887100219727;20.47666358947754
65;24.008420944213867;19.428300857543945
66;23.677268981933594;19.859769821166992
67;22.513113021850586;18.697446823120117
68;21.66738510131836;19.124977111816406
69;21.99650764465332;18.14204978942871
70;21.730812072753906;17.600019454956055
71;20.49224853515625;19.785110473632812
72;19.883010864257812;19.299203872680664
73;20.681232452392578;16.371095657348633
74;18.7692813873291;16.690412521362305
75;18.66292953491211;16.084575653076172
76;18.330766677856445;15.552146911621094
77;18.217849731445312;15.66376781463623
78;17.220792770385742;17.174711227416992
79;16.506216049194336;15.793747901916504
80;17.899658203125;15.977215766906738
81;16.443572998046875;14.38935661315918
82;16.111343383789062;14.795467376708984
83;15.088861465454102;15.011311531066895
84;15.170867919921875;13.958978652954102
85;14.494572639465332;16.55120277404785
86;14.930733680725098;13.422964096069336
87;13.909387588500977;14.15184211730957
88;14.222350120544434;14.304459571838379
89;14.353734016418457;13.765024185180664
90;13.464049339294434;13.587246894836426
91;13.420672416687012;13.268239974975586
92;13.372424125671387;12.462257385253906
93;12.6762056350708;14.111774444580078
94;12.447587013244629;12.41115665435791
95;12.221628189086914;13.058457374572754
96;12.081239700317383;12.294609069824219
97;11.76172924041748;12.103039741516113
98;11.799511909484863;12.715662002563477
99;11.314608573913574;12.255488395690918
100;11.261834144592285;11.492132186889648
101;11.231613159179688;11.915940284729004
102;10.77464771270752;11.589478492736816
103;10.819191932678223;10.826943397521973
104;9.918703079223633;11.331924438476562
105;10.955713272094727;10.910018920898438
106;9.509961128234863;11.983935356140137
107;10.613836288452148;11.224506378173828
108;9.195717811584473;11.879639625549316
109;9.584461212158203;11.308307647705078
110;9.624298095703125;10.595842361450195
111;9.724443435668945;10.957626342773438
112;9.669962882995605;10.993987083435059
113;8.480016708374023;10.564298629760742
114;8.477438926696777;11.109118461608887
115;8.587113380432129;11.215989112854004
116;8.871893882751465;10.004322052001953
117;8.021114349365234;10.817782402038574
118;8.419249534606934;10.665568351745605
119;7.882950782775879;11.590313911437988
120;8.120062828063965;9.867297172546387
121;7.571916103363037;9.992169380187988
122;8.047491073608398;10.563385009765625
123;7.994612216949463;10.788269996643066
124;7.820987701416016;10.091683387756348
125;7.692317008972168;10.547706604003906
126;7.4548492431640625;9.758867263793945
127;7.0021772384643555;9.972732543945312
128;6.987895965576172;9.67403793334961
129;6.893395900726318;9.422234535217285
130;6.916149139404297;10.631790161132812
131;6.584156036376953;9.751051902770996
132;6.614798069000244;9.535726547241211
133;7.188470840454102;9.437474250793457
134;6.837420463562012;9.93791675567627
135;6.375065803527832;9.551077842712402
136;6.68471622467041;9.233139038085938
137;6.248923301696777;9.615402221679688
138;6.208161354064941;9.384990692138672
139;5.694489479064941;9.278543472290039
140;6.177253723144531;10.86468505859375
141;5.309178829193115;9.058950424194336
142;5.698620319366455;9.161248207092285
143;5.753773212432861;9.882914543151855
144;5.608695030212402;9.355377197265625
145;5.694833278656006;9.4091215133667
146;5.365505218505859;9.644450187683105
147;6.8124494552612305;9.433581352233887
148;4.976006031036377;8.786382675170898
149;5.3496809005737305;9.32622241973877
150;4.870333671569824;9.064699172973633
151;5.057186126708984;9.231980323791504
152;5.457231044769287;9.600364685058594
153;4.99938440322876;9.55170726776123
154;4.97329568862915;8.999873161315918
155;4.769528865814209;9.137194633483887
156;5.543605804443359;9.07425594329834
157;4.802054405212402;8.818873405456543
158;5.108212947845459;9.512030601501465
159;5.107079982757568;8.991121292114258
160;4.948024272918701;8.64332103729248
161;4.375846862792969;9.201327323913574
162;4.220762729644775;9.364245414733887
163;4.268787860870361;9.685486793518066
164;4.552587032318115;9.171040534973145
165;4.2924089431762695;8.850805282592773
166;4.168789863586426;9.393905639648438
167;4.039728164672852;9.384575843811035
168;4.612979888916016;9.613682746887207
169;4.180414199829102;8.605470657348633
170;4.215888977050781;9.26638126373291
171;4.067305564880371;8.667015075683594
172;4.236776351928711;8.647403717041016
173;4.6127543449401855;9.044301986694336
174;3.8439104557037354;8.610872268676758
175;3.763150691986084;8.44153881072998
176;4.040151596069336;8.689845085144043
177;3.702289342880249;8.950135231018066
178;4.10655403137207;8.632294654846191
179;3.8668487071990967;8.526053428649902
180;4.269591331481934;8.728912353515625
181;3.4092187881469727;9.454243659973145
182;3.881875514984131;8.828597068786621
183;3.689525604248047;10.27901554107666
184;3.5031447410583496;8.615724563598633
185;3.4602713584899902;8.676802635192871
186;3.4235429763793945;8.589625358581543
187;3.4304282665252686;8.342284202575684
188;3.7172868251800537;9.068860054016113
189;3.273766279220581;8.583858489990234
190;3.604464530944824;9.171019554138184
191;3.0873374938964844;8.817792892456055
192;3.3382654190063477;9.082340240478516
193;3.127849817276001;9.691571235656738
194;3.5324583053588867;9.595917701721191
195;3.161241292953491;9.332612037658691
196;3.1335289478302;9.211771965026855
197;3.5691301822662354;8.816650390625
198;3.2631938457489014;9.887679100036621
199;3.4371089935302734;8.668208122253418
200;3.175546646118164;9.30174732208252
