epoch;loss;val_loss
0;151.53988647460938;126.03001403808594
1;123.39434051513672;129.5609130859375
2;118.47069549560547;115.06096649169922
3;116.35604095458984;115.49663543701172
4;112.86712646484375;106.61725616455078
5;105.64891052246094;101.27973175048828
6;102.87067413330078;99.78462982177734
7;97.54106903076172;92.42738342285156
8;90.98884582519531;91.09998321533203
9;86.27149200439453;83.01433563232422
10;80.66828155517578;75.4867172241211
11;75.97183227539062;66.84292602539062
12;70.03411865234375;70.69974517822266
13;63.77743911743164;57.17690658569336
14;59.67967987060547;52.3982048034668
15;54.52797317504883;46.557334899902344
16;49.616859436035156;42.39456558227539
17;45.73990249633789;40.98782730102539
18;42.146907806396484;35.22941207885742
19;39.869117736816406;32.519229888916016
20;36.625545501708984;32.98777770996094
21;35.172019958496094;30.33784294128418
22;33.38069534301758;28.54313087463379
23;32.16765594482422;26.505176544189453
24;30.07286262512207;24.361574172973633
25;28.14972686767578;23.60896110534668
26;26.834728240966797;22.573293685913086
27;25.7050838470459;21.746030807495117
28;24.648582458496094;21.149765014648438
29;24.11161231994629;21.373092651367188
30;22.725130081176758;20.031003952026367
31;21.511585235595703;18.106101989746094
32;20.698801040649414;18.004104614257812
33;19.857257843017578;17.715167999267578
34;19.421411514282227;17.24045753479004
35;18.55146026611328;16.727907180786133
36;17.945680618286133;16.608478546142578
37;17.179790496826172;16.71587371826172
38;16.884700775146484;14.824991226196289
39;16.42917823791504;14.758020401000977
40;15.772151947021484;14.267460823059082
41;15.211319923400879;14.336877822875977
42;14.649556159973145;13.883697509765625
43;14.512871742248535;12.936630249023438
44;13.842473030090332;13.85368824005127
45;13.954215049743652;13.166610717773438
46;13.120304107666016;12.752559661865234
47;12.988252639770508;12.484941482543945
48;12.642723083496094;12.725081443786621
49;12.051441192626953;13.006635665893555
50;12.042243003845215;11.975438117980957
51;11.313210487365723;11.849698066711426
52;11.267205238342285;12.347213745117188
53;11.122589111328125;11.399225234985352
54;10.842679977416992;16.2996883392334
55;10.575913429260254;11.605125427246094
56;10.576905250549316;11.822265625
57;10.352423667907715;11.03614330291748
58;9.798469543457031;11.317378044128418
59;9.578692436218262;10.752676010131836
60;9.083133697509766;11.066774368286133
61;9.328038215637207;11.31271743774414
62;9.180222511291504;10.446273803710938
63;8.553498268127441;9.932268142700195
64;8.593923568725586;10.13379192352295
65;8.143661499023438;10.176969528198242
66;8.233327865600586;10.27484130859375
67;7.958449840545654;10.237593650817871
68;7.847734451293945;10.089916229248047
69;7.8642449378967285;10.426290512084961
70;7.529736042022705;10.542343139648438
71;7.335390090942383;9.43655776977539
72;7.356700420379639;10.08421802520752
73;7.414451599121094;10.051591873168945
74;7.033185958862305;9.56731128692627
75;6.842604637145996;9.546826362609863
76;6.821633338928223;9.582818984985352
77;6.774460792541504;9.091368675231934
78;6.607835292816162;9.413429260253906
79;6.616196632385254;9.07794189453125
80;6.371718406677246;9.41224193572998
81;6.277088165283203;9.20999813079834
82;6.0068278312683105;9.312342643737793
83;6.0789713859558105;9.160276412963867
84;6.092214107513428;8.890082359313965
85;5.936737060546875;8.694890022277832
86;6.053284168243408;8.912057876586914
87;5.574996471405029;9.29269027709961
88;5.747150421142578;9.220328330993652
89;5.760153293609619;9.05610466003418
90;5.369374752044678;9.001233100891113
91;5.501575946807861;9.513446807861328
92;5.3581414222717285;9.201688766479492
93;5.145104885101318;8.372014999389648
94;5.365805625915527;9.300957679748535
95;4.865811347961426;8.679361343383789
96;5.0142927169799805;8.521754264831543
97;5.017907619476318;8.841096878051758
98;5.124114513397217;8.496621131896973
99;4.735881805419922;9.516030311584473
100;4.837765693664551;8.806628227233887
101;4.842566013336182;9.587952613830566
102;4.659335613250732;8.692541122436523
103;4.9402384757995605;9.039948463439941
104;4.572324275970459;9.640283584594727
105;4.652940273284912;8.549040794372559
106;4.388223171234131;8.685625076293945
107;4.493465900421143;9.100908279418945
108;4.363613605499268;9.145352363586426
109;3.3833391666412354;8.266585350036621
110;2.933802366256714;8.098600387573242
111;2.766371965408325;8.072490692138672
112;2.6160757541656494;8.033466339111328
113;2.6381804943084717;8.024900436401367
114;2.5676655769348145;8.125226020812988
115;2.488123655319214;8.176726341247559
116;2.531898021697998;7.986472129821777
117;2.413850784301758;7.840322494506836
118;2.407787799835205;8.135064125061035
119;2.2789571285247803;8.003364562988281
120;2.2213830947875977;7.996119976043701
121;2.2595794200897217;8.05402660369873
122;2.129734516143799;7.982010841369629
123;2.2755534648895264;8.062655448913574
124;2.1907403469085693;8.03836727142334
125;2.1475608348846436;8.052488327026367
126;2.1371333599090576;7.965686321258545
127;2.1137821674346924;7.893686294555664
128;1.9709755182266235;8.049973487854004
129;2.131409168243408;8.14989948272705
130;1.9377148151397705;8.219939231872559
131;1.8635954856872559;8.059383392333984
132;2.059913158416748;8.160444259643555
133;1.72281813621521;8.163545608520508
134;1.726728081703186;8.045860290527344
135;1.8425414562225342;7.985141277313232
136;1.7860450744628906;8.042479515075684
137;1.735049843788147;8.001120567321777
