epoch;loss;val_loss
0;6.258599758148193;10.500165939331055
1;5.931953430175781;9.817203521728516
2;5.709178447723389;9.142219543457031
3;5.675262928009033;9.084169387817383
4;5.647007465362549;8.972264289855957
5;5.2634687423706055;9.608185768127441
6;5.413839817047119;9.71347713470459
7;5.3620805740356445;9.34754753112793
8;4.988282680511475;10.046487808227539
9;5.078913688659668;9.522563934326172
10;4.925353527069092;9.675224304199219
11;4.979092597961426;9.086012840270996
12;4.840166091918945;9.817481994628906
13;4.578059196472168;9.12864875793457
14;4.708878517150879;8.992447853088379
15;4.521107196807861;9.487874984741211
16;4.642332077026367;9.753106117248535
17;4.853915214538574;9.35718059539795
18;4.369016647338867;8.925957679748535
19;4.562231063842773;8.854814529418945
20;4.3053812980651855;9.180663108825684
21;4.345338821411133;9.281599044799805
22;4.107908725738525;9.516018867492676
23;4.467451572418213;8.971081733703613
24;4.112104415893555;9.442852020263672
25;4.343753814697266;9.517191886901855
26;4.0327348709106445;9.430463790893555
27;3.8738515377044678;9.072888374328613
28;3.8377933502197266;9.304946899414062
29;3.8029792308807373;9.467464447021484
30;4.067103862762451;9.277739524841309
31;3.808544158935547;9.506381034851074
32;3.8640244007110596;9.339494705200195
33;3.729192018508911;8.613276481628418
34;3.6568539142608643;9.22367000579834
35;3.6159050464630127;9.280447006225586
36;3.7717511653900146;9.128641128540039
37;3.5171141624450684;8.802138328552246
38;3.5901358127593994;9.533920288085938
39;3.5790371894836426;8.971176147460938
40;3.3670766353607178;8.79865550994873
41;3.46734619140625;8.896903038024902
42;3.285313129425049;9.125810623168945
43;3.3354482650756836;9.774314880371094
44;3.513324022293091;8.801032066345215
45;3.279327630996704;9.456789016723633
46;3.2067832946777344;8.920671463012695
47;3.257755994796753;9.211737632751465
48;3.4388866424560547;9.053935050964355
49;2.5349135398864746;8.631797790527344
50;2.196481704711914;8.667288780212402
51;2.0565297603607178;8.53732681274414
52;1.971266746520996;8.463254928588867
53;1.8505700826644897;8.458597183227539
54;1.9036699533462524;8.516327857971191
55;1.7467905282974243;8.501745223999023
56;1.6534844636917114;8.356069564819336
57;1.8549306392669678;8.647211074829102
58;1.6164042949676514;8.49027156829834
59;1.6077659130096436;8.451323509216309
60;1.5087419748306274;8.342419624328613
61;1.5709266662597656;8.588830947875977
62;1.7215155363082886;8.339893341064453
63;1.4888038635253906;8.428544998168945
64;1.6823573112487793;8.48364543914795
65;1.486291766166687;8.374956130981445
66;1.4741594791412354;8.337396621704102
67;1.478421926498413;8.574320793151855
68;1.5553827285766602;8.50715160369873
69;1.3735333681106567;8.476696014404297
70;1.3879289627075195;8.592390060424805
71;1.2482342720031738;8.366339683532715
72;1.4171838760375977;8.466850280761719
73;1.3915058374404907;8.602836608886719
74;1.266904592514038;8.278486251831055
75;1.449035406112671;8.386131286621094
76;1.469281554222107;8.645345687866211
77;1.330675482749939;8.786825180053711
78;1.2618436813354492;8.81608772277832
79;1.3979092836380005;8.671149253845215
80;1.2901320457458496;8.83888053894043
81;1.3097143173217773;8.774388313293457
82;1.2634743452072144;8.915376663208008
83;1.2806531190872192;8.763028144836426
84;1.3524724245071411;8.841922760009766
85;1.237547755241394;8.82207202911377
86;1.3372697830200195;8.762710571289062
87;1.1793779134750366;8.834230422973633
88;1.2424956560134888;8.76935863494873
89;1.2782378196716309;8.554455757141113
90;1.270951271057129;8.571720123291016
91;1.1979904174804688;8.558150291442871
92;1.060892105102539;8.64443588256836
93;1.0846606492996216;8.661406517028809
94;1.232666015625;8.715511322021484
